rName	Reads	Index	rSubPool
3_TXNDC12_2	95	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PKLR_1	148	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ANXA6_2	125	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_TSFM_3	288	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MARS2_2	142	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MTX2_3	161	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MGST1_1	144	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_NTHL1_2	251	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PDSS1_2	175	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_MTERF3_2	MTERF3	138	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_ABCD1_4	ABCD1	135	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_CARS2_2	CARS2	137	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLC25A32_3	SLC25A32	186	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ATG13_2	ATG13	130	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_ABHD11_1	ABHD11	45	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_FASTKD2_2	FASTKD2	67	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_LONP2_4	LONP2	153	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_CARS2_1	CARS2	123	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_BID_1	BID	129	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MTX2_1	MTX2	137	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ABCB7_4	ABCB7	292	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_DHCR24_4	DHCR24	380	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_MCU_4	MCU	63	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_EARS2_2	EARS2	87	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_MFN2_2	MFN2	311	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_CROT_3	CROT	408	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_GLRX5_1	GLRX5	151	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MMACHC_2	MMACHC	335	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_RNASEL_1	RNASEL	172	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_IDH1_3	IDH1	134	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_MRPL33_2	MRPL33	134	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_AK4_1	AK4	503	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_PPOX_3	PPOX	79	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_GBAS_3	GBAS	224	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_MRPL35_4	MRPL35	358	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLC25A47_3	SLC25A47	118	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLC25A34_1	SLC25A34	183	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_COQ4_2	COQ4	262	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_LEPROT_3	LEPROT	112	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2__NONTARGET__2	_NONTARGET_	116	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_MTERF3_3	MTERF3	197	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_QDPR_2	QDPR	195	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_SARM1_4	SARM1	235	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_LMAN1_3	LMAN1	54	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3__NONTARGET__2	_NONTARGET_	109	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_GTPBP10_3	GTPBP10	175	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MRPL11_4	MRPL11	70	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_GOT1_2	GOT1	119	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_GTPBP10_2	GTPBP10	388	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_NADK2_1	NADK2	137	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_SARM1_3	SARM1	288	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_VPS11_2	VPS11	182	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_GPX1_2	GPX1	62	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ABHD10_3	ABHD10	273	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_NDUFB6_1	NDUFB6	103	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_COQ3_2	COQ3	72	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MOCS1_2	MOCS1	64	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_NDUFS3_3	NDUFS3	152	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_VAMP1_2	VAMP1	101	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_KIF1B_3	KIF1B	52	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_RDH13_3	RDH13	25	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MRPL27_4	MRPL27	238	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_LEPROT_4	LEPROT	71	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MLH1_3	MLH1	529	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MAOB_2	MAOB	153	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_LEPROT_2	LEPROT	52	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_RSPH9_4	RSPH9	159	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ATIC_2	ATIC	181	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_UCP3_4	UCP3	124	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_DDHD2_1	DDHD2	408	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_COX6B2_4	COX6B2	229	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PARL_3	PARL	232	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MRPS24_4	MRPS24	124	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_METTL8_3	METTL8	410	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLIRP_3	SLIRP	178	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MCCC1_2	MCCC1	101	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_HSD17B4_2	HSD17B4	390	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_CARS2_4	CARS2	170	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SHMT1_1	SHMT1	208	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_ACO1_4	ACO1	186	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_VAMP1_4	VAMP1	154	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_CECR5_1	CECR5	223	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_MRPL33_3	MRPL33	344	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_SLC27A1_2	SLC27A1	48	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_NT5M_1	NT5M	107	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_LARS2_4	LARS2	174	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_ALDH7A1_2	ALDH7A1	29	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MPC2_3	MPC2	219	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_LACE1_2	LACE1	176	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_COX11_4	COX11	74	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_ETHE1_2	ETHE1	67	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PKLR_4	PKLR	103	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_TFAM_4	TFAM	277	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_TSFM_4	TSFM	99	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_GTPBP10_1	GTPBP10	141	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLC25A34_4	SLC25A34	95	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MRPL27_2	MRPL27	277	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_ALDH3A2_2	ALDH3A2	149	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_NIPSNAP3A_1	NIPSNAP3A	199	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_DDX28_1	DDX28	101	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_PDF_1	PDF	57	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1__NONTARGET__2	_NONTARGET_	122	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PC_1	PC	145	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PARK7_1	PARK7	232	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_ABCG2_4	ABCG2	81	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_NDUFA3_2	NDUFA3	86	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_METTL8_2	METTL8	238	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_HADHB_1	HADHB	105	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_NDUFA3_3	NDUFA3	172	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_RNASEL_2	RNASEL	114	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_CALM1_3	CALM1	322	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MRPS2_1	MRPS2	142	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_THNSL1_2	THNSL1	186	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_APOA1BP_1	APOA1BP	47	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_NDUFS3_4	NDUFS3	64	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_TSTD3_1	TSTD3	389	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MRPS23_1	MRPS23	93	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SYNJ2BP_1	SYNJ2BP	190	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_TFAM_1	TFAM	111	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_ACSL4_3	ACSL4	138	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_TSTD3_4	TSTD3	60	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MRPL42_3	MRPL42	110	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_TST_4	TST	74	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_GLUD2_2	GLUD2	32	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_TFDP2_3	TFDP2	271	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3__NONTARGET__6	_NONTARGET_	20	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_GLUD1_2	GLUD1	63	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MRPL18_4	MRPL18	121	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_BDH1_1	BDH1	62	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_LARS2_2	LARS2	222	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_GBAS_1	GBAS	139	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ABCB7_3	ABCB7	95	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_FAM162A_4	FAM162A	282	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_NTHL1_1	NTHL1	78	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLIRP_1	SLIRP	82	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_YARS2_1	YARS2	308	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLC25A21_1	SLC25A21	158	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_CLIC4_2	CLIC4	255	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SDHAF1_2	SDHAF1	32	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_NDUFS3_2	NDUFS3	99	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_FASTK_3	FASTK	190	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_BLOC1S2_4	BLOC1S2	232	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_HSPB7_1	HSPB7	141	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4__NONTARGET__9	_NONTARGET_	230	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ABHD10_2	ABHD10	90	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_APOA1BP_3	APOA1BP	73	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_ATP5L_1	ATP5L	141	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_LETM1_2	LETM1	36	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_GFM2_4	GFM2	223	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_METTL17_4	METTL17	85	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_NIPSNAP3A_4	NIPSNAP3A	81	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_ACO1_3	ACO1	165	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_TXNDC12_1	TXNDC12	153	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ACOX1_1	ACOX1	90	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_UBE2D3_4	UBE2D3	133	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PC_2	PC	60	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SFXN3_3	SFXN3	89	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_IDH1_2	IDH1	69	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_OPA1_1	OPA1	113	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PKLR_3	PKLR	121	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MRPS24_1	MRPS24	120	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_NFE2L2_2	NFE2L2	102	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_STOML2_2	STOML2	193	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLC25A32_4	SLC25A32	41	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MID1IP1_2	MID1IP1	238	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_COQ4_4	COQ4	146	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SDHAF1_4	SDHAF1	68	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ABHD10_4	ABHD10	108	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_SCO1_4	SCO1	110	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MARS2_4	MARS2	31	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_CMPK2_4	CMPK2	94	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_TMEM177_1	TMEM177	103	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_RNF5_3	RNF5	99	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_FAHD1_2	FAHD1	148	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_AURKAIP1_4	AURKAIP1	89	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_FAHD2A_1	FAHD2A	160	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_AK4_3	AK4	415	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLC25A32_2	SLC25A32	35	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_MTIF3_2	MTIF3	71	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_SDHAF2_1	SDHAF2	118	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MYO19_2	MYO19	208	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_DNAJC19_1	DNAJC19	112	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_ABCD1_2	ABCD1	205	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_COX18_3	COX18	164	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_NIPSNAP3A_3	NIPSNAP3A	70	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_OXR1_1	OXR1	143	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_GBAS_4	GBAS	212	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_UBE2D3_3	UBE2D3	56	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4__NONTARGET__13	_NONTARGET_	118	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_NDUFB6_3	NDUFB6	186	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_MCU_3	MCU	109	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_AK3_1	AK3	87	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SARDH_2	SARDH	256	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_HSDL2_2	HSDL2	151	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_LETMD1_2	LETMD1	167	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_LARS2_1	LARS2	117	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_TST_2	TST	75	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_TIMM10B_4	TIMM10B	145	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_CROT_1	CROT	150	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_VPS11_1	VPS11	479	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_SLC25A46_3	SLC25A46	104	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_TXNDC12_3	TXNDC12	90	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MTERF2_1	MTERF2	122	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4__NONTARGET__12	_NONTARGET_	76	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLC25A47_4	SLC25A47	90	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MRPS14_2	MRPS14	68	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_IMMP2L_4	IMMP2L	197	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_CLIC4_1	CLIC4	150	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_COQ3_3	COQ3	147	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_LETM1_4	LETM1	186	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_LEPROT_1	LEPROT	150	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ATG13_3	ATG13	158	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3__NONTARGET__5	_NONTARGET_	51	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_ABCD2_1	ABCD2	64	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_TSFM_2	TSFM	131	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_COX11_3	COX11	29	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_ALDH7A1_3	ALDH7A1	116	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MRPL11_1	MRPL11	156	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_COQ4_3	COQ4	205	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_TMEM177_4	TMEM177	26	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MMACHC_4	MMACHC	83	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_RAB35_3	RAB35	160	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_ALAS1_1	ALAS1	52	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ATIC_4	ATIC	114	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MOCS1_1	MOCS1	121	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_TMEM126A_3	TMEM126A	50	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_NDUFS3_1	NDUFS3	130	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PDP1_3	PDP1	135	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_RSAD2_4	RSAD2	148	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1__NONTARGET__1	_NONTARGET_	117	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_THNSL1_4	THNSL1	133	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SUCLA2_4	SUCLA2	206	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_HADHB_4	HADHB	66	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_QDPR_1	QDPR	190	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_METTL17_2	METTL17	89	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_SDSL_3	SDSL	83	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_METTL8_4	METTL8	277	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_TIGAR_1	TIGAR	185	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_SLC25A46_2	SLC25A46	137	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_FAM162A_2	FAM162A	113	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_BLOC1S2_2	BLOC1S2	142	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_COX20_2	COX20	64	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_GCSH_1	GCSH	125	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_EYA2_1	EYA2	105	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_FASTK_1	FASTK	271	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MTERF2_3	MTERF2	204	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MPC2_1	MPC2	156	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_TFAM_3	TFAM	117	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_FASTKD2_1	FASTKD2	82	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3__NONTARGET__10	_NONTARGET_	104	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_ABCB6_1	ABCB6	60	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_RAB35_4	RAB35	226	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_DDX28_4	DDX28	51	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MMAA_4	MMAA	492	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MID1IP1_1	MID1IP1	90	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MYO19_4	MYO19	235	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_COX7A2L_4	COX7A2L	59	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_C8ORF82_4	C8ORF82	101	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4__NONTARGET__19	_NONTARGET_	118	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2__NONTARGET__1	_NONTARGET_	96	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_NDUFB6_2	NDUFB6	111	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_PARL_4	PARL	26	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_COX11_2	COX11	100	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_BNIP3L_4	BNIP3L	107	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_BID_3	BID	52	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4__NONTARGET__14	_NONTARGET_	167	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_C8ORF82_2	C8ORF82	137	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_LMAN1_1	LMAN1	18	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_GNB2L1_1	GNB2L1	76	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_CALM1_4	CALM1	283	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_ACOX1_3	ACOX1	146	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_GNB2L1_2	GNB2L1	54	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MAOB_3	MAOB	104	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_IDH1_1	IDH1	95	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
1_ABCD1_1	ABCD1	145	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MRPL18_1	MRPL18	191	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_MLH1_4	MLH1	80	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_NDUFB6_4	NDUFB6	137	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_CECR5_4	CECR5	105	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_RSAD2_3	RSAD2	61	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_C2ORF69_1	C2ORF69	240	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_SLIRP_4	SLIRP	85	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_FAHD2A_3	FAHD2A	109	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
3_MRPL11_2	MRPL11	119	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_NDUFA3_4	NDUFA3	86	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
2_ABHD11_3	ABHD11	24	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
4_STOML2_4	STOML2	161	Bulk Sample MSPH1-4 WT +Dox 2023-1-20	1
