Gene  log2(fold_change)   q_value
Asic3   -0.86793786  6.154033057504317
Sox12   0.46175307  6.152790726166199
2210408F21Rik   -0.7079438  6.142704527437417
Adamts20   0.53422207  6.139823734986249
Mpp7   -0.6329211  6.139696811494317
1110002E22Rik   2.880789  6.13680204077044
Igf1   0.7452223  6.124860131256823
Gm11769   -1.167001  6.124584428797723
Col6a6   1.3974952  6.123274524416305
Tox2   -0.6711511  6.115021831545608
Lrrc3   0.76873887  6.110813580633166
Gm8410   -0.96935534  6.104610247997034
Vash1   0.43960977  6.103818173619477
Dnpep   0.42017692  6.094546687337394
Myzap   -0.7713901  6.083681697960168
Lrrc4   0.5550036  6.082014911005925
Serpina3n   -0.64588165  6.077790710913482
Ppp1r1c   -1.5947773  6.071771326424968
Car10   1.1017369  6.063758281254893
Phldb2   0.47316316  6.060986052991881
Slc13a5   -1.1799849  6.055272145389083
Bcat1   0.9900507  6.049036817197682
Cxcl1   -1.7756562  6.047937852279193
Rer1   0.4411964  6.042064817715799
Amigo2   0.8430236  6.041117053695556
4930562C15Rik   -0.8556546  6.04083013053928
Gm10855   -0.4589281  6.037911075399655
Cyb5d2   0.44343913  6.029380918575878
Myt1l   -1.1684563  6.025412951701203
Errfi1   -0.8194101  6.022898055747483
Des   1.7647455  6.019611631460773
Tub   1.0061414  6.018343302496539
Fam129b   -0.50492096  6.016366048296544
Sinhcaf   -1.0886854  6.0151644799298705
Rasl12   0.59256774  6.011598536128443
Aldh5a1   -0.52028096  6.008291675105856
Rusc2   -0.53511506  6.007829962754671
Tll1   0.4192699  6.007638844417903
Ctla2b   -1.2249494  6.006820449504743
Castor2   -0.5932475  6.001798370469714
Gm15570   1.117965  5.9825576963036315
Scd3   0.43329048  5.978103783281679
Gm12430   -0.99988633  5.976249383993024
Csrnp3   -0.44668096  5.9729853284086865
Cnga2   -0.94884056  5.955499620443818
Clec3b   0.7898105  5.930327446167873
Htra3   -0.53201  5.9226595944357925
Klf11   -0.6183627  5.914346547250923
Krt19   0.70293623  5.9017884602227495
Prkar2b   -0.4736532  5.896199923900415
Sparc   0.5010996  5.888217388754823
Impact   -0.40176857  5.887678445381467
Tgfbi   0.53813666  5.8856943837258315
Tmem56   0.41067266  5.861172365209446
Emp2   0.47355828  5.859296864021821
H60b   1.0711316  5.855443303179878
Slc9a9   -0.45291132  5.849877419485087
Syt1   -1.3651469  5.8487451316861305
Dynll1   0.5019365  5.838266580738562
P3h1   0.4508684  5.827527064180596
Tmem91   -0.835541  5.8169343546901615
Dusp26   -0.44609448  5.799447953338317
Ldb2   0.56917995  5.797970385552081
Foxo3   -0.62279254  5.790237157346964
Dtna   -0.46152532  5.781254272678956
Rtn4r   -0.45813826  5.779051151351445
Armh1   0.7322884  5.7774803737172
Agap2   -0.7328033  5.776527100918599
Faah   0.40845892  5.7727542775866745
Hgfac   -1.0362661  5.7693288816414645
Pld5   -1.2697041  5.76080099489499
Cd9   0.4822071  5.758752305446711
Cdc42bpg   -0.43632254  5.758450819285896
Syt12   1.1549253  5.755949174878002
Scara3   0.49148878  5.751818224124164
Lacc1   0.48249063  5.75091076476552
Lcn2   -1.0933555  5.731512356941926
Phf11c   -1.0305556  5.7277605568156025
Cytip   -1.3475463  5.723678712168671
Zfp185   -0.5070046  5.720835209992436
Otud1   -0.45174614  5.7170014347292994
Usp36   -0.43869206  5.713349350622479
Khnyn   -0.4012575  5.711459280765137
Asph   -0.46315855  5.7039774884028835
Gm15013   1.0810809  5.701316812654638
Angptl1   0.7676016  5.688032096225353
Nid1   0.59073246  5.684615184186043
Slc29a2   -0.7754852  5.682227881026905
Spcs1   0.4609846  5.6718468378810805
Pycr1   0.7625261  5.667823926814203
Gabrr2   -0.9415295  5.664617303864089
Slc9b2   -1.166444  5.657003229479553
Rap1gap2   -0.6632404  5.656571918739407
Fam20c   0.41691804  5.656516019238301
Nudt13   -0.49458215  5.65398429853265
Fam206a   0.46042916  5.651044953290394
5430427O19Rik   -1.0109793  5.650759409288044
Prodh   -0.75368863  5.650458715590723
Nacad   -0.49867862  5.644297553826245
1700028N14Rik   -1.2627312  5.636788834601056
Ppib   0.4820322  5.636671325346414
Gm15536   -1.0102152  5.631739330088644
Pfkfb3   -0.518442  5.625264702650373
Hsd11b2   -0.8512427  5.623140841749666
Lims2   -0.48699403  5.621192730704752
Elavl2   -0.86521786  5.613459076827311
Cd9-ps   0.79345375  5.613329983947102
Myo1h   -0.825142  5.606838550612981
H2-DMa   0.42740902  5.605454568271455
Ldha   0.59369516  5.599957798142561
Bmp6   -0.4582022  5.5964789078739
Ell   -0.4873148  5.588746285906759
Hspa1a   -0.5818458  5.580692055358712
Flrt2   0.5377374  5.580211681700279
Eda   0.49973994  5.57919316406489
Snai2   1.0209631  5.576461780471239
Midn   -0.54804236  5.575699608740508
Dusp14   0.7371661  5.574603783575677
Sar1a   0.47298992  5.572626391788218
Hsdl2   -0.4361542  5.570138825196169
Chp2   0.49750602  5.567496022900693
Spint2   -0.79239905  5.560357512511124
Proser2   -0.6561349  5.556794009866351
Igf2bp2   0.42501438  5.551012084684813
Gas1   0.64134336  5.550990801442598
Purb   0.44951242  5.547065772861688
Rin3   -0.5988148  5.546865441373611
Syn2   -0.9979766  5.544373462682959
Mctp2   -0.9718389  5.544066197100063
Grasp   -0.522624  5.543155316622303
Cdk6   0.48798692  5.541863796431442
Dbnl   0.4148724  5.5389762517431445
Rnf113a2   -0.47831044  5.538748218495738
Slc25a42   -0.5260406  5.535932831359246
Sv2b   -1.126733  5.533339026287065
Clic5   -0.56590986  5.531390053435222
Rassf4   -0.8157868  5.530507087491566
Cmah   0.7719917  5.525093331211099
Tsc1   -0.47204354  5.52415882264761
Pabpc4   0.48578203  5.518012895448862
Tead2   0.52737683  5.516344837188019
Jpt2   0.49026334  5.5095689065746445
Slc37a4   0.532376  5.505420126328351
Cys1   -0.70126516  5.490289158177062
Scrt1   -0.886067  5.4855846694594375
Degs1   0.4371767  5.473785005604398
Ptpn3   -0.39913827  5.470934715304138
Clmp   0.6222774  5.4647257675231895
Wdr54   -0.4996482  5.4642160736237475
Kctd11   0.4195347  5.461801447929613
Dhtkd1   -0.5855095  5.455134426823267
Gas2l3   0.49083883  5.43631993050851
Fa2h   0.506607  5.433995120924416
Plvap   0.97206676  5.433777013635136
Dynlt1-ps1   1.0846425  5.433051789100101
Bnc2   0.5219847  5.432698908124831
Spire1   -0.68131846  5.432106578236217
Tcea3   0.930821  5.430084524491226
Pcnx2   -1.0811884  5.425688152497519
1810058I24Rik   0.3960615  5.422231427715674
Ndfip2   0.44745067  5.420969631129216
Camk2a   2.0695257  5.41093581676598
Tns1   -0.5995578  5.406228757133182
Gli2   -0.9460802  5.405700836553364
Bcar3   0.52373135  5.401063707870455
Panct2   0.904833  5.3992370099556295
Opn3   0.4797365  5.3965166121589485
Ankrd63   -1.1959891  5.395555410237587
Kctd10   -0.4717929  5.3936460183749135
Gabre   -0.6318351  5.393531898510414
Gpihbp1   -1.0571959  5.39123628841231
Eva1b   0.4412308  5.389007831953523
Kdelr2   0.42750895  5.381506127382332
Cbx2   -0.6465952  5.378603154740836
D930015M05Rik   -0.8113938  5.373324175954334
4933406C10Rik   -0.9735895  5.370876339127479
Arxes2   0.73999304  5.367869023758652
9530068E07Rik   0.4483638  5.365231628036359
Ccdc74a   0.42300504  5.364924877231346
Vat1l   0.45901328  5.360866437037172
Micall2   0.4933472  5.356582607130439
Gm13012   -0.8688912  5.355060420534671
Pgm2l1   -0.41141623  5.3529590545140335
Strip2   -1.4606812  5.352732059025529
Dcakd   0.4340034  5.351284748938423
Itga4   0.4798391  5.34996044137505
Cyp2j6   0.4210199  5.347418118212729
Slco2a1   0.62705505  5.34392055204355
Iqgap2   -0.78101736  5.338924259399788
Secisbp2l   0.4914151  5.338783534051065
Ahcy   0.42474288  5.337365844561821
Ppp1r14c   0.71776927  5.335048998080004
Ovgp1   -0.6482491  5.32524567995656
Plxna4   0.7109491  5.319066365362451
Slc25a44   -0.43904787  5.313520733645654
Papss2   0.47450364  5.307394244146534
Cap2   1.2977794  5.305121350121217
Gm26744   -1.0312804  5.303318783930385
Paqr5   -0.6031966  5.301941297424417
Gm10039   1.1035082  5.300699006874997
Pfkm   0.74053407  5.2980781607423495
Grtp1   -0.79467726  5.294969957066116
Gm27217   0.989546  5.289632721996036
Qpct   0.7752088  5.289398331369739
Galnt18   0.620458  5.287942168304817
Gramd1a   -0.7831885  5.286686666222839
Gja5   1.2265247  5.279385320784285
Otulinl   -1.452002  5.2791303872945035
Spag1   -0.5919579  5.27859688206259
Dusp6   -0.52434134  5.27519275759452
Tmem132d   -0.86028296  5.273466641150652
Pex16   -0.42591482  5.272201043904979
Tmem256   0.4694563  5.271665327354971
Tfrc   0.41575557  5.270776123777094
Spats2l   0.5412332  5.267941936900825
Tmem8   -0.5481379  5.261032809160188
Rcc1l   -0.4461646  5.260680436169376
Polr3gl   -0.54078853  5.259164800732798
Klhl23   0.48462898  5.255723614927729
Gm15763   -1.4029267  5.2509557314860364
Rab34   0.4194396  5.244876290815018
Gm15921   -0.9694636  5.243154346677544
P2rx6   -0.9852018  5.236533570051557
Bahcc1   -0.49842227  5.233353914076794
Kdm6a   -0.50931627  5.229322555428484
Phyhd1   -1.2605664  5.222297636868578
Armc2   -0.5432251  5.222185088725862
Nrg1   -0.896963  5.218736508938981
Sigmar1   0.40497965  5.204328595583664
Pex2   0.4188346  5.201321818679275
Map3k8   -0.66193247  5.190166866339655
Il11   -1.0011753  5.181482537196925
Phkg1   2.0441368  5.179627883659799
Cd300lf   -1.4917344  5.17709209375691
Neurl1a   0.72998905  5.1764242338025515
Tacc1   -0.5274987  5.172633202631279
Ube2ql1   -0.8674462  5.163718292890341
Prrx1   0.507005  5.161724018234613
Mfap2   0.6650035  5.1595171714260575
2410022M11Rik   0.64062834  5.159051899892909
Ccdc158   -0.8608835  5.157445254310401
Fn3k   -0.61639947  5.157219421768315
Slit1   -0.858272  5.155270339899123
mt-Tp   -0.93124497  5.154901522241215
Lxn   0.5037816  5.150834354180257
Tifab   0.80421436  5.150642950948912
Gjc3   0.50096345  5.149222714051981
Tut1   -0.58822924  5.148096245657083
Akap7   -0.4138602  5.148091837859336
Pmvk   0.42078435  5.1461477305156995
Cldn19   0.44961774  5.145135381053984
Capn6   0.56669813  5.144263677760625
Ccnd2   0.41342437  5.1437613200049395
Mast3   -0.70128155  5.142562874714089
Col6a3   0.5202743  5.139099708844817
Gm15996   -0.8483604  5.137885573835417
Ttc7   -0.42950508  5.136031261267758
H2-DMb1   0.40756822  5.1349607550801535
Kcnc3   0.6036881  5.133510235347474
Gm11295   1.0490472  5.131673944193807
Stxbp2   0.4407674  5.129227643761242
Plpp7   0.6936676  5.124398785493236
Cd300a   -0.8987148  5.123692222877524
Cntn1   0.4731562  5.1194895448744635
Sh2d4b   -0.8954726  5.11733244336121
Mrgpre   0.5768447  5.117162885744551
B4galt5   0.42599517  5.114785038891547
Zfp469   -0.8297543  5.114750002136282
Myo7b   -0.57794523  5.110926444742895
Trafd1   -0.44435972  5.11040983685346
Ttll6   0.7445018  5.110281266746573
Tnfrsf22   0.5876149  5.106754665574135
Gm12530   0.8683452  5.1015231993117975
2810001G20Rik   0.7682622  5.098896750563085
Lgi2   1.0980216  5.0986757500094555
Med13l   -0.51924336  5.088260168490153
Ppp1r2   -0.48494992  5.0876701834573606
3222401L13Rik   -0.6066385  5.072256240907953
Coq8a   -0.4473191  5.072014831623264
Mettl7b   0.8096617  5.0709946483806165
Sh3bgr   1.7690052  5.050057453985006
St6galnac5   -0.6942425  5.0482374349630215
Trim62   0.6001879  5.046551184961561
Omd   0.65895206  5.0455883203053356
Lypd2   0.7316479  5.039924522706928
Fam129c   -0.7682449  5.038043504951492
Atp5e   0.43696514  5.03440713535375
Pxdn   0.47954696  5.0343290281571615
Gm15844   -1.3437266  5.034207230299044
Gfpt2   -0.5745373  5.030550271282979
Cdr1   -0.47590336  5.029158790618545
Sesn1   -0.57745105  5.017362320472122
Trabd2b   0.63780206  5.0112404866845655
Nfkbia   -0.7368213  5.006798906987608
Slx1b   -0.48781648  4.998285945891309
Mamdc2   0.53703755  4.9978182211806725
Bace2   0.4254383  4.995599012602871
Gstm1   -0.43120098  4.9914577252105445
Spryd3   -0.37838694  4.990175739114762
Erf   -0.5287544  4.987818005073053
Nyap1   -0.5752975  4.987495464953177
Selenoi   0.4250067  4.984279718502778
Lancl2   0.47052282  4.9746899532407545
Ankrd34b   -1.1844302  4.97457722778678
Slc12a7   -0.6992971  4.973729599915357
Zfp334   -0.4031152  4.969382488059787
Il21r   0.8556489  4.969021013303194
Nek11   0.8191735  4.968079942466384
Nxpe3   -0.6039997  4.9663096325349505
Mast1   -0.85458493  4.960404582847065
Hif1a   0.39094135  4.957192540934022
Pde5a   0.4575009  4.954049395229662
Smtnl2   0.82271904  4.952736069376429
Asrgl1   0.45226994  4.952356575011532
Dusp4   0.52224195  4.951678747104457
Pi16   0.9160572  4.951645229930408
Arhgap33   0.45067453  4.950577548627152
Gsc2   -1.2378825  4.949539129289969
Smim27   0.9656774  4.943568168314896
Speg   1.108074  4.9432574976840975
Gm24146   -0.4527302  4.933981330355022
Dixdc1   -0.43474746  4.93315383506464
Rpl23a   -0.5100724  4.927134211989988
Ddit4   -1.1655213  4.92701072423298
Klhl31   1.797728  4.926102318042463
Suco   0.434585  4.925386757214576
Pllp   0.45459983  4.925177421602329
Klhl21   -0.47197008  4.924305020545602
Calu   0.43837133  4.9201581098116165
Grin2d   0.4921483  4.9176451723614
3000002C10Rik   1.0622957  4.9169749420517
Mt1   -1.7446756  4.913274060445277
Lrrc8b   0.4139467  4.910994167620768
Cd24a   0.4242249  4.909161568532118
Chmp2b   0.38560593  4.906590845241575
Gas7   0.57675856  4.904304642480396
Gm11675   -0.7888508  4.897861038987772
Bin1   0.4151349  4.89508858775231
Gbp11   -1.0040148  4.895060088111541
Jph2   1.2296177  4.8941803590839745
Wscd2   -0.6403779  4.890308909399495
Tmem41b   0.42793345  4.889879328148537
Ppp2r2c   -0.80733585  4.8833136159308035
Dnah7b   0.41203544  4.881827189436139
Gm27019   -0.86367226  4.872730409333691
Clic3   -0.622174  4.865016661991139
Hes1   -0.67631423  4.858148524079151
9330161L09Rik   -0.7912902  4.853485556467546
Inafm1   -0.4067409  4.852997280248909
Epb41l4b   -0.46317562  4.851150528815292
Nrp1   0.45167556  4.849850991052581
Ifit2   -0.35629693  4.846919729708915
Gm22058   -0.48754022  4.844759246084283
Synm   -0.6457402  4.844008861170718
Cdh19   -0.41431883  4.843613251884703
Setd1b   -0.46008357  4.840710563838089
Mageh1   0.57707196  4.839404031580827
Cbx7   -0.4585441  4.8360531667625715
Hspa1b   -0.46025214  4.830887449267881
Col9a2   0.3977876  4.828137801731139
Cry1   -0.6572816  4.825643198926493
Shb   -0.47433102  4.825260474500875
Ehd3   -0.5738564  4.825083846145391
Rims2   -0.57915246  4.824609239477917
Ccdc117   -0.38557836  4.82372582517512
Cfh   0.5124668  4.820664151589568
Mef2c   0.46622595  4.820322708557453
Hnrnph3   -0.37755385  4.817709036596072
Arl4d   -0.9603136  4.817028971727648
Lrrc7   0.6291679  4.814338927739695
Rere   -0.42416307  4.810299716194398
Dbi   0.42424488  4.80643938518761
Ddx23   -0.43757397  4.798375315700426
Vwa5b2   -0.6318252  4.79597868486596
Erp44   0.39288148  4.79217201666168
Clcn2   -0.518498  4.791679103526712
Unc80   -0.9559847  4.791081445393037
Gm12473   -0.41189224  4.789180336729695
Muc2   1.8237828  4.787243952272835
Tpm1   0.9171191  4.784436298047154
Fam114a1   0.367119  4.775980445359623
Hivep3   -0.37429157  4.775599252931866
Rnf165   0.79191244  4.771355873205646
Mrgprf   0.4372594  4.769794970241969
Tmed3   0.3912545  4.763955628689471
St8sia6   -0.67575556  4.76363507992296
Mybl1   -0.6658022  4.763611727644452
Lamb1   0.44601902  4.7584585604363525
Gm12987   0.9263537  4.757242335478614
Gxylt1   -0.36309132  4.756359248518776
Notch4   -0.3970198  4.752276939020255
Klhl13   0.57111067  4.750054899814247
Gm4468   -0.9555708  4.749696697576625
Tmem100   0.7525111  4.748646187436255
Ccdc141   -0.55953115  4.743812727040749
Cers1   -0.6483879  4.742229680240965
Cers1   -0.6483879  4.742029319034753
Chrdl1   -0.4168513  4.734827336441639
Serf1   0.7508216  4.734618170399031
Mex3b   0.5165037  4.7342380094540015
Hip1r   -0.42695826  4.734016359767033
Hist1h1d   0.66596365  4.733663114426423
Vdac2   0.41548818  4.7316842837914415
Stk32a   -0.89057213  4.72985873776968
Zswim5   0.48089227  4.726383816057873
Prkcz   -0.5627371  4.721229897082107
Gm6878   0.51137275  4.720782546653392
Esrra   -0.76277065  4.717305940503784
Ano10   0.38101938  4.7165148735615565
Usp50   -0.7578883  4.71518263902568
Mfsd6   -0.36968586  4.714271820081463
Tkt   0.44232258  4.711241389336258
Zfp654   -0.4062221  4.710045126141781
Bdkrb2   -0.9577611  4.709920190445235
Gm4735   0.6774061  4.709818329760678
Tspan6   0.70555204  4.709604611166455
Specc1   0.41606843  4.709107558665091
Cuta   0.37818953  4.708473397742063
Idh1   0.37198108  4.707143678997035
Rapgef3os2   -0.7082418  4.706174619900599
Herc6   -0.46334398  4.704153351124543
Pcsk9   0.6936159  4.703235259701383
Cpne9   -0.79491496  4.702965532093815
Cplx2   0.720284  4.702590027264136
Gm128   -0.9784096  4.702035806954772
Dqx1   -0.53763425  4.700737671165907
Adamts1   -0.7792357  4.700253813713389
6430562O15Rik   -0.7271437  4.698957885347384
Platr6   -0.95452994  4.694714618516068
Endod1   -0.6674622  4.690724517913126
Chrm1   0.87558943  4.683319607669962
Cadps   -0.9395582  4.681064705281341
Palm2   -0.8594874  4.679662245707275
Kit   -1.1659853  4.675433158992073
Zfp189   -0.6144705  4.6730382558880414
Cavin3   0.43417418  4.671546078039847
Rbm20   0.8757477  4.664364713111975
Akap13   -0.53641486  4.6639555191442765
Cpxm2   -0.37940392  4.66274196282069
Gm11730   -1.1280558  4.656709117755003
Cbarp   -0.49129322  4.654844616420451
Lmcd1   -0.6798021  4.652981533423203
Upp2   -0.54684204  4.652071251846854
Nit2   0.52433276  4.650432452554683
Zfp57   0.526487  4.649167449096399
Pcyt1b   0.43225268  4.646044715311183
Dnajc6   0.86448056  4.643560459611708
Egflam   0.4167676  4.642173540766002
Grap   -0.54795694  4.640750229358108
Arr3   -1.1103998  4.639248669149915
Cela1   0.8343409  4.637053861400207
Gm3513   -0.903975  4.634618286180244
Galnt16   -0.49679846  4.6289546165221545
Hist1h3b   1.3361341  4.627865753401365
Sdc3   -0.46588612  4.617628494093949
Dnajb11   0.4184065  4.616027622817966
Elf2   -0.37269107  4.611507126026426
Atp5o   0.38965142  4.608696818938098
